State_Year,STATE,YEAR,TOTAL_REVENUE,TOTAL_EXPENDITURE,GRADES_9_12_G,GRADES_ALL_G
2019_ME,ME,2019,0.0,0.0,0.0,0.0
2019_MD,MD,2019,0.0,0.0,0.0,0.0
2019_MA,MA,2019,0.0,0.0,0.0,0.0
2019_MI,MI,2019,0.0,0.0,0.0,0.0
2019_MN,MN,2019,0.0,0.0,0.0,0.0
2019_MS,MS,2019,0.0,0.0,0.0,0.0
2019_MO,MO,2019,0.0,0.0,0.0,0.0
2019_MT,MT,2019,0.0,0.0,0.0,0.0
2019_NATIONAL,NATIONAL,2019,0.0,0.0,0.0,0.0
2019_NE,NE,2019,0.0,0.0,0.0,0.0
2019_NV,NV,2019,0.0,0.0,0.0,0.0
2019_NH,NH,2019,0.0,0.0,0.0,0.0
2019_NJ,NJ,2019,0.0,0.0,0.0,0.0
2019_NM,NM,2019,0.0,0.0,0.0,0.0
2019_NY,NY,2019,0.0,0.0,0.0,0.0
2019_NC,NC,2019,0.0,0.0,0.0,0.0
2019_ND,ND,2019,0.0,0.0,0.0,0.0
2019_OH,OH,2019,0.0,0.0,0.0,0.0
2019_OK,OK,2019,0.0,0.0,0.0,0.0
2019_OR,OR,2019,0.0,0.0,0.0,0.0
2019_PA,PA,2019,0.0,0.0,0.0,0.0
2019_RI,RI,2019,0.0,0.0,0.0,0.0
2019_SC,SC,2019,0.0,0.0,0.0,0.0
2019_SD,SD,2019,0.0,0.0,0.0,0.0
2019_TN,TN,2019,0.0,0.0,0.0,0.0
2019_TX,TX,2019,0.0,0.0,0.0,0.0
2019_UT,UT,2019,0.0,0.0,0.0,0.0
2019_VT,VT,2019,0.0,0.0,0.0,0.0
2019_VA,VA,2019,0.0,0.0,0.0,0.0
2019_WA,WA,2019,0.0,0.0,0.0,0.0
2019_WV,WV,2019,0.0,0.0,0.0,0.0
2019_WI,WI,2019,0.0,0.0,0.0,0.0
2019_WY,WY,2019,0.0,0.0,0.0,0.0
